timestamp	outcome	moves_count	white_username	white_rating	black_username	black_rating	time_class	service	eco_name	eco_code	eco_category	white_acl	black_acl	white_opening_score	white_advantage_capitalization_winrate	white_resourcefulness_windrawrate	white_tactics_score	white_inaccuracies_per_game	white_inaccuracies_per_opening	white_inaccuracies_per_middlegame	white_inaccuracies_per_endgame	white_mistakes_per_game	white_mistakes_per_opening	white_mistakes_per_middlegame	white_mistakes_per_endgame	white_blunders_per_game	white_blunders_per_opening	white_blunders_per_middlegame	white_blunders_per_endgame	white_endgame_winrate	white_endgame_winrate_with_equal	white_endgame_winrate_with_advantage	white_endgame_winrate_with_disadvantage	white_long_thinking_outcome_score	white_time_advantage_score	white_significant_time_advantage_winrate	white_significant_time_disadvantage_winrate	black_opening_score	black_advantage_capitalization_winrate	black_resourcefulness_windrawrate	black_tactics_score	black_inaccuracies_per_game	black_inaccuracies_per_opening	black_inaccuracies_per_middlegame	black_inaccuracies_per_endgame	black_mistakes_per_game	black_mistakes_per_opening	black_mistakes_per_middlegame	black_mistakes_per_endgame	black_blunders_per_game	black_blunders_per_opening	black_blunders_per_middlegame	black_blunders_per_endgame	black_endgame_winrate	black_endgame_winrate_with_equal	black_endgame_winrate_with_advantage	black_endgame_winrate_with_disadvantage	black_long_thinking_outcome_score	black_time_advantage_score	black_significant_time_advantage_winrate	black_significant_time_disadvantage_winrate
1630716378	1	34	ieshuaganocry	1893	polo60	1858	blitz	SERVICE_LICHESS	Sicilian Defense	B50	Sicilian Defense	-25	-25	1	1	None	0.4857	0.1714	0.1250	0.2000	0.0000	0.0286	0.0000	0.0400	0.0000	0.0857	0.0000	0.1200	0.0000	1.0000	None	None	None	0.5714	0.3729	None	None	1	None	0	0.2235	0.1765	0.2500	0.1600	0.0000	0.1176	0.0000	0.1600	0.0000	0.1176	0.0000	0.1600	0.0000	0.0000	None	None	None	0.5000	0.6271	None	None
1630967687	2	22	ieshuaganocry	1915	ttedcg	1884	blitz	SERVICE_LICHESS	Scotch Game	C44	Scotch Game	-5	-19	1	None	1	0.6391	0.2609	0.2500	0.2667	None	0.0435	0.0000	0.0667	None	0.0435	0.0000	0.0667	None	None	None	None	None	0.0000	0.0000	None	None	1	0	None	0.9454	0.1364	0.1250	0.1429	None	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	1.0000	None	None
1630967283	0	38	romso1981	2033	ieshuaganocry	1915	blitz	SERVICE_LICHESS	Russian Game: Cochrane Gambit, Center Variation	C42	Russian Game	-19	-10	0	0	0	0.5263	0.2368	0.1250	0.2222	0.6667	0.0000	0.0000	0.0000	0.0000	0.0789	0.1250	0.0741	0.0000	0.0000	None	None	0.0000	0.5000	0.1351	None	None	0	1	1	0.5895	0.2368	0.1250	0.3077	0.0000	0.0526	0.1250	0.0385	0.0000	0.0526	0.1250	0.0385	0.0000	1.0000	None	1.0000	None	1.0000	0.8649	None	None
1630965631	1	28	ieshuaganocry	1907	aibloy	1922	blitz	SERVICE_LICHESS	Sicilian Defense: Paulsen Variation	B44	Sicilian Defense	-39	-29	0	None	1	0.6000	0.2500	0.1250	0.3750	0.2500	0.1071	0.1250	0.1250	0.0833	0.0357	0.0000	0.0000	0.0833	1.0000	None	None	1.0000	0.0000	0.0612	None	None	1	0	None	0.3185	0.1482	0.0000	0.5000	0.0000	0.0741	0.0000	0.0000	0.1818	0.1111	0.0000	0.0000	0.2727	0.0000	None	0.0000	None	None	0.9388	None	None
1630965309	0	24	mutata	1885	ieshuaganocry	1901	blitz	SERVICE_LICHESS	Colle System	D05	Colle System	-9	-9	1	0	None	0.7333	0.1667	0.0000	0.1818	0.4000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.2000	0.0000	None	0.0000	None	0.0000	0.8333	None	None	1	None	1	0.8500	0.2500	0.2500	0.1818	0.4000	0.0417	0.0000	0.0909	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	None	1.0000	None	0.1667	None	None
1630964107	0	59	paisal-tobing	1895	ieshuaganocry	1895	blitz	SERVICE_LICHESS	Danish Gambit Declined, Sorensen Defense	C21	Danish Gambit Declined, Sorensen Defense	-24	-9	1	0	0	0.2881	0.2034	0.3750	0.2500	0.1429	0.0508	0.0000	0.0625	0.0571	0.1186	0.0000	0.1250	0.1429	0.0000	None	None	0.0000	0.5000	0.9569	0	None	0	1	1	0.8237	0.1864	0.6250	0.2500	0.0571	0.0169	0.0000	0.0000	0.0286	0.0169	0.0000	0.0625	0.0000	1.0000	None	1.0000	None	1.0000	0.0431	None	1
1630963321	1	38	ieshuaganocry	1889	mikaeus90	1858	blitz	SERVICE_LICHESS	Indian Game: London System	A46	Indian Game	-9	-20	1	1	None	0.7895	0.1316	0.0000	0.1667	None	0.0263	0.0000	0.0333	None	0.0263	0.0000	0.0333	None	None	None	None	None	0.6667	0.0714	None	1	1	None	0	0.3946	0.2162	0.0000	0.2759	None	0.0000	0.0000	0.0000	None	0.1081	0.0000	0.1379	None	None	None	None	None	None	0.9286	0	None
1630923440	0	26	ieshuaganocry	1884	jondox	1848	blitz	SERVICE_LICHESS	Ponziani Opening	C44	Ponziani Opening	-10	-10	0	None	0	0.5308	0.2692	0.3750	0.2143	0.2500	0.0000	0.0000	0.0000	0.0000	0.0769	0.0000	0.0714	0.2500	0.0000	None	None	0.0000	0.5000	0.0200	None	0	1	1	None	0.7231	0.1154	0.2500	0.0769	0.0000	0.0385	0.0000	0.0769	0.0000	0.0385	0.0000	0.0000	0.2000	1.0000	None	1.0000	None	0.0000	0.9800	1	None
1631057660	1	42	ieshuaganocry	1922	number_one_go_on	1911	blitz	SERVICE_LICHESS	King's Pawn Game: Macleod Attack	C20	King's Pawn Game	-50	-10	0	1	1	0.3857	0.3095	0.3750	0.2778	0.3125	0.1429	0.1250	0.1667	0.1250	0.0714	0.0000	0.1111	0.0625	1.0000	None	None	1.0000	0.0000	0.6329	1	None	1	0	0	0.5024	0.0732	0.2500	0.0000	0.0625	0.0000	0.0000	0.0000	0.0000	0.0976	0.0000	0.1176	0.1250	0.0000	None	0.0000	None	0.6667	0.3671	None	0
1631055747	1	52	alattari	1940	ieshuaganocry	1916	blitz	SERVICE_LICHESS	Russian Game: Nimzowitsch Attack	C42	Russian Game	-15	-20	1	1	None	0.8189	0.0566	0.0000	0.0625	0.0690	0.0566	0.0000	0.0625	0.0690	0.0189	0.0000	0.0000	0.0345	1.0000	None	1.0000	None	0.0000	0.7525	None	None	1	None	0	0.2692	0.1538	0.0000	0.1333	0.2069	0.0577	0.0000	0.0667	0.0690	0.1538	0.0000	0.0000	0.2759	0.0000	None	None	0.0000	0.2500	0.2475	None	None
1631055076	0	7	atypicalmemory	1876	ieshuaganocry	1922	blitz	SERVICE_LICHESS	Italian Game: Two Knights Defense	C55	Italian Game	-95	0	0	None	None	0.3000	0.4286	0.4286	None	None	0.0000	0.0000	None	None	0.1429	0.1429	None	None	None	None	None	None	None	0.0000	None	None	1	None	None	0.9000	0.2857	0.2857	None	None	0.0000	0.0000	None	None	0.0000	0.0000	None	None	None	None	None	None	None	1.0000	None	None
1631055012	1	18	ieshuaganocry	1916	cattapreta	1830	blitz	SERVICE_LICHESS	Queen's Pawn Game: Chigorin Variation	D02	Queen's Pawn Game	-20	-35	1	1	None	0.6632	0.2105	0.2500	0.1818	None	0.0000	0.0000	0.0000	None	0.0526	0.0000	0.0909	None	None	None	None	None	0.0000	0.9091	None	None	1	None	0	0.5000	0.2778	0.2500	0.3000	None	0.1111	0.0000	0.2000	None	0.0556	0.0000	0.1000	None	None	None	None	None	None	0.0909	None	None
1631053926	1	58	yasar2020	1927	ieshuaganocry	1912	blitz	SERVICE_LICHESS	Four Knights Game: Scotch Variation Accepted	C47	Four Knights Game	-30	-20	1	1	1	0.1793	0.1897	0.0000	0.2619	0.0000	0.1379	0.0000	0.1667	0.1250	0.1207	0.0000	0.0952	0.3750	1.0000	None	None	1.0000	None	0.9546	1	None	0	0	0	0.2175	0.1404	0.1250	0.1667	0.0000	0.1053	0.1250	0.1190	0.0000	0.1404	0.0000	0.0952	0.5714	0.0000	None	0.0000	None	0.3333	0.0455	None	0
1631052887	1	30	ieshuaganocry	1917	blunderalarm	1959	blitz	SERVICE_LICHESS	Russian Game: Cozio (Lasker) Attack	C42	Russian Game	0	-19	1	1	None	0.9484	0.0323	0.0000	0.1250	0.0000	0.0323	0.0000	0.0000	0.0667	0.0000	0.0000	0.0000	0.0000	1.0000	None	1.0000	None	1.0000	0.9483	None	None	1	None	0	0.6800	0.1000	0.0000	0.0000	0.2143	0.1000	0.0000	0.3750	0.0000	0.0333	0.0000	0.0000	0.0714	0.0000	None	None	0.0000	1.0000	0.0517	None	None
1631052147	1	38	ieshuaganocry	1911	peonimperio	1979	blitz	SERVICE_LICHESS	Sicilian Defense: Kan Variation	B41	Sicilian Defense	-9	-30	1	1	None	0.8105	0.1579	0.1250	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0263	0.0000	0.0500	0.0000	1.0000	None	1.0000	None	0.6667	0.0000	None	1	1	None	0	0.7703	0.2973	0.1250	0.3158	0.4000	0.1081	0.0000	0.1579	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	None	None	0.0000	1.0000	1.0000	0	None
1631047905	1	26	juanpingun	1939	ieshuaganocry	1903	blitz	SERVICE_LICHESS	Scotch Game	C45	Scotch Game	-10	-35	1	1	None	0.8308	0.1923	0.1250	0.2222	None	0.0769	0.0000	0.1111	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	0.7917	None	None	1	None	0	0.2462	0.1538	0.1250	0.1667	None	0.1154	0.0000	0.1667	None	0.1154	0.0000	0.1667	None	None	None	None	None	None	0.2083	None	None
1631045641	1	22	volvox-globator	1903	ieshuaganocry	1909	blitz	SERVICE_LICHESS	Queen's Gambit Accepted: Showalter Variation	D24	Queen's Gambit Accepted	-40	-35	1	1	None	0.7565	0.2174	0.2500	0.2000	None	0.1304	0.1250	0.1333	None	0.0000	0.0000	0.0000	None	None	None	None	None	1.0000	0.5581	None	None	0	None	0	0.5182	0.2727	0.1250	0.3571	None	0.1364	0.2500	0.0714	None	0.0455	0.0000	0.0714	None	None	None	None	None	0.6667	0.4419	None	None
1631135117	0	25	oakchess	1644	ieshuaganocry	1608	bullet	SERVICE_LICHESS	Russian Game: Urusov Gambit	C42	Russian Game	-14	-19	0	0	0	0.3200	0.0800	0.1250	0.0588	None	0.0400	0.0000	0.0588	None	0.2800	0.1250	0.3529	None	None	None	None	None	0.6000	0.0213	None	0	1	1	1	0.3360	0.0400	0.0000	0.0588	None	0.0400	0.0000	0.0588	None	0.2400	0.0000	0.3529	None	None	None	None	None	0.5000	0.9787	1	None
1631133512	0	42	ieshuaganocry	1592	andreb999	1649	bullet	SERVICE_LICHESS	Sicilian Defense: Najdorf Variation	B95	Sicilian Defense	-9	0	1	None	0	0.7238	0.1905	0.0000	0.2917	0.1000	0.0714	0.0000	0.1250	0.0000	0.0238	0.0000	0.0417	0.0000	0.0000	None	None	0.0000	0.8000	0.5467	0	None	1	1	None	0.8476	0.0952	0.1250	0.1304	0.0000	0.0000	0.0000	0.0000	0.0000	0.0238	0.0000	0.0435	0.0000	1.0000	None	1.0000	None	0.6667	0.4533	None	1
1631131454	1	16	engj54	2037	ieshuaganocry	2073	rapid	SERVICE_LICHESS	Hungarian Opening	A00	Hungarian Opening	-14	-25	1	None	None	0.7882	0.1765	0.2500	0.1111	None	0.1176	0.0000	0.2222	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	0.8000	1	None	1	None	None	0.4750	0.1875	0.1250	0.2500	None	0.1250	0.1250	0.1250	None	0.0625	0.0000	0.1250	None	None	None	None	None	0.5000	0.2000	None	0
1631128766	1	28	ieshuaganocry	2081	kingcarl	2089	rapid	SERVICE_LICHESS	Sicilian Defense: Old Sicilian	B30	Sicilian Defense	-9	-10	0	1	1	0.7793	0.0345	0.0000	0.0476	None	0.0345	0.1250	0.0000	None	0.0345	0.0000	0.0476	None	None	None	None	None	None	0.7170	1	None	1	0	0	0.3286	0.0714	0.0000	0.1000	None	0.0357	0.0000	0.0500	None	0.1429	0.0000	0.2000	None	None	None	None	None	0.5000	0.2830	None	0
1631107448	1	28	abeltheknight	1990	ieshuaganocry	1918	blitz	SERVICE_LICHESS	King's Gambit Accepted, King's Knight Gambit	C37	King's Gambit Accepted, King's Knight Gambit	-49	-44	0	1	1	0.3000	0.3214	0.5000	0.2500	None	0.0714	0.1250	0.0500	None	0.1071	0.0000	0.1500	None	None	None	None	None	0.3333	0.0556	None	1	0	0	0	0.1286	0.1429	0.2500	0.1000	None	0.1786	0.1250	0.2000	None	0.1786	0.1250	0.2000	None	None	None	None	None	0.0000	0.9444	0	None
1631103072	1	40	starshina87	1925	ieshuaganocry	1923	blitz	SERVICE_LICHESS	Queen's Pawn Game: Mason Attack	D00	Queen's Pawn Game	0	-45	1	1	None	0.7268	0.0976	0.1250	0.1538	0.0500	0.0000	0.0000	0.0000	0.0000	0.0488	0.0000	0.0769	0.0500	1.0000	None	1.0000	None	0.3333	0.0135	None	1	0	None	0	0.4200	0.3250	0.1250	0.3077	0.4210	0.1000	0.1250	0.0769	0.1053	0.0750	0.0000	0.0000	0.1579	0.0000	None	None	0.0000	0.2500	0.9865	0	None
1631102624	1	52	ieshuaganocry	1929	pam1948	1960	blitz	SERVICE_LICHESS	Sicilian Defense: Old Sicilian	B30	Sicilian Defense	-15	-19	1	1	1	0.6736	0.2642	0.3750	0.3333	0.1667	0.0377	0.0000	0.0476	0.0417	0.0377	0.0000	0.0476	0.0417	1.0000	1.0000	None	None	0.5000	0.4000	None	None	1	0	0	0.6846	0.2115	0.2500	0.3000	0.1250	0.0385	0.0000	0.0500	0.0417	0.0385	0.0000	0.0500	0.0417	0.0000	0.0000	None	None	1.0000	0.6000	None	None
1631221778	1	29	ieshuaganocry	2088	oliverhandsome	2033	rapid	SERVICE_LICHESS	Sicilian Defense: Kan Variation, Knight Variation	B43	Sicilian Defense	0	-10	1	1	None	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	None	None	1.0000	0.2308	None	1	1	None	0	0.8483	0.1724	0.0000	0.2105	0.5000	0.0690	0.0000	0.1053	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	None	None	None	0.0000	0.7692	0	None
1631216218	1	32	ieshuaganocry	2082	sipho1998	2108	rapid	SERVICE_LICHESS	King's Gambit Declined, Queen's Knight Defense	C30	King's Gambit Declined, Queen's Knight Defense	-9	-20	1	1	None	0.5625	0.1562	0.2500	0.1579	0.0000	0.0625	0.0000	0.1053	0.0000	0.0625	0.0000	0.1053	0.0000	1.0000	None	1.0000	None	0.6667	0.1803	None	None	0	None	0	0.2710	0.2258	0.3750	0.2222	0.0000	0.0323	0.0000	0.0556	0.0000	0.1613	0.1250	0.1667	0.2000	0.0000	None	None	0.0000	None	0.8197	None	None
1631315460	0	29	gambit_calistenic	2167	ieshuaganocry	2104	rapid	SERVICE_LICHESS	Queen's Pawn Game: Mason Attack	D00	Queen's Pawn Game	-10	0	1	None	0	0.2759	0.0000	0.0000	0.0000	None	0.1034	0.0000	0.1429	None	0.1724	0.0000	0.2381	None	None	None	None	None	None	0.7857	0	None	1	1	None	0.9586	0.1034	0.1250	0.0952	None	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	0.6667	0.2143	None	1
1631311717	1	12	ieshuaganocry	2095	simistonejuniour000	2029	rapid	SERVICE_LICHESS	Englund Gambit Complex: Englund Gambit	A40	Englund Gambit Complex	-9	-19	1	1	None	0.9077	0.2308	0.2500	0.2000	None	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	0.0000	None	None	0	None	0	0.3667	0.0833	0.1250	0.0000	None	0.0000	0.0000	0.0000	None	0.1667	0.0000	0.5000	None	None	None	None	None	None	1.0000	None	None
1631308023	1	58	elbasyouni	1981	ieshuaganocry	1908	blitz	SERVICE_LICHESS	Bishop's Opening: Berlin Defense	C24	Bishop's Opening	0	0	1	1	None	0.9593	0.1017	0.1250	0.2381	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	1.0000	None	0.8000	0.0268	None	1	1	None	0	0.5655	0.1552	0.1250	0.2381	0.1034	0.0345	0.0000	0.0952	0.0000	0.0690	0.0000	0.1429	0.0345	0.0000	None	None	0.0000	0.6667	0.9732	0	None
1631266313	1	24	ieshuaganocry	1913	wahyudin_1507	1909	blitz	SERVICE_LICHESS	Queen's Pawn Game: London System	D02	Queen's Pawn Game	-10	-15	1	1	None	0.6320	0.0800	0.0000	0.1176	None	0.1200	0.0000	0.1765	None	0.0400	0.0000	0.0588	None	None	None	None	None	0.0000	0.0227	None	None	1	None	0	0.2500	0.1250	0.0000	0.1875	None	0.0833	0.0000	0.1250	None	0.1250	0.0000	0.1875	None	None	None	None	None	None	0.9773	None	None
1631266153	2	60	wahyudin_1507	1915	ieshuaganocry	1907	blitz	SERVICE_LICHESS	Danish Gambit Declined, Sorensen Defense	C21	Danish Gambit Declined, Sorensen Defense	-39	-40	1	0	None	0.4754	0.0820	0.5000	0.0667	0.0000	0.0164	0.0000	0.0667	0.0000	0.0984	0.0000	0.1333	0.1053	0.0000	None	0.0000	None	None	0.9741	0	None	0	None	1	0.3000	0.2500	0.3750	0.0714	0.2895	0.1000	0.0000	0.1429	0.1053	0.1000	0.1250	0.0714	0.1053	0.0000	None	None	0.0000	0.6667	0.0259	None	0
1631265632	0	31	ieshuaganocry	1907	wahyudin_1507	1915	blitz	SERVICE_LICHESS	Alekhine Defense: Maróczy Variation	B02	Alekhine Defense	-15	-10	1	None	0	0.4452	0.2258	0.2500	0.2667	0.1250	0.0000	0.0000	0.0000	0.0000	0.0968	0.0000	0.0000	0.3750	0.0000	None	None	0.0000	1.0000	0.0345	None	0	1	1	None	0.7677	0.1936	0.2500	0.1333	0.2500	0.0000	0.0000	0.0000	0.0000	0.0323	0.0000	0.0000	0.1250	1.0000	None	1.0000	None	1.0000	0.9655	1	None
1631261468	1	24	ley7	1938	ieshuaganocry	1913	blitz	SERVICE_LICHESS	King's Pawn Opening	C20	King's Pawn Opening	-29	-10	0	1	1	0.6500	0.2500	0.3750	0.2000	0.0000	0.0417	0.0000	0.0667	0.0000	0.0417	0.0000	0.0667	0.0000	1.0000	None	None	None	None	0.9302	None	None	1	0	0	0.7044	0.0870	0.1250	0.0667	None	0.0435	0.0000	0.0667	None	0.0435	0.0000	0.0667	None	0.0000	None	None	None	None	0.0698	None	None
1631397420	1	20	carloscastronovo	1945	ieshuaganocry	1913	blitz	SERVICE_LICHESS	Russian Game: Classical Attack, Marshall Variation	C42	Russian Game	0	-10	1	1	None	1.0000	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	0.5000	None	None	1	None	0	0.2200	0.1500	0.0000	0.2500	None	0.1000	0.0000	0.1667	None	0.1500	0.0000	0.2500	None	None	None	None	None	None	0.5000	None	None
